customer_id,month,plan_id,active_flag,monthly_revenue,tenure_months,login_frequency,feature_adoption_rate,support_tickets,payment_failures,churn_flag
C05271,2025-07-01,P02,1,79.0,12,14,0.32,4,0,0
C05271,2025-08-01,P02,1,79.0,13,6,0.78,1,0,0
C05271,2025-09-01,P02,1,79.0,14,13,0.76,1,0,0
C05271,2025-10-01,P02,1,79.0,15,13,0.49,0,0,0
C05271,2025-11-01,P02,1,79.0,16,22,0.69,1,0,0
C05271,2025-12-01,P02,1,79.0,17,17,0.65,2,1,0
C05272,2025-02-01,P01,1,29.0,0,12,0.69,1,0,0
C05272,2025-03-01,P01,1,29.0,1,17,0.68,1,0,0
C05272,2025-04-01,P01,1,29.0,2,11,0.57,1,0,0
C05272,2025-05-01,P01,1,29.0,3,17,0.37,0,0,0
C05272,2025-06-01,P01,1,29.0,4,9,0.58,0,0,0
C05272,2025-07-01,P01,1,29.0,5,6,0.44,3,0,0
C05272,2025-08-01,P01,1,29.0,6,13,0.47,1,1,0
C05272,2025-09-01,P01,1,29.0,7,21,0.35,0,0,0
C05272,2025-10-01,P01,1,29.0,8,13,0.39,0,0,0
C05272,2025-11-01,P01,1,29.0,9,15,0.83,1,0,0
C05272,2025-12-01,P01,0,29.0,10,0,0.0,0,0,1
C05273,2024-03-01,P02,1,79.0,0,7,0.44,2,0,0
C05273,2024-04-01,P02,1,79.0,1,16,0.98,0,0,0
C05273,2024-05-01,P02,1,79.0,2,21,0.47,1,0,0
C05273,2024-06-01,P02,1,79.0,3,14,0.71,1,0,0
C05273,2024-07-01,P02,1,79.0,4,21,0.55,0,3,0
C05273,2024-08-01,P02,1,79.0,5,10,0.32,4,2,0
C05273,2024-09-01,P02,1,79.0,6,24,0.52,1,0,0
C05273,2024-10-01,P02,1,79.0,7,15,0.98,1,0,1
C05273,2024-11-01,,0,0.0,8,0,0.0,0,0,0
C05273,2024-12-01,,0,0.0,9,0,0.0,0,0,0
C05273,2025-01-01,,0,0.0,10,0,0.0,0,0,0
C05273,2025-02-01,,0,0.0,11,0,0.0,0,0,0
C05273,2025-03-01,,0,0.0,12,0,0.0,0,0,0
C05273,2025-04-01,,0,0.0,13,0,0.0,0,0,0
C05273,2025-05-01,,0,0.0,14,0,0.0,0,0,0
C05273,2025-06-01,,0,0.0,15,0,0.0,0,0,0
C05273,2025-07-01,,0,0.0,16,0,0.0,0,0,0
C05273,2025-08-01,,0,0.0,17,0,0.0,0,0,0
C05273,2025-09-01,,0,0.0,18,0,0.0,0,0,0
C05273,2025-10-01,,0,0.0,19,0,0.0,0,0,0
C05273,2025-11-01,,0,0.0,20,0,0.0,0,0,0
C05273,2025-12-01,,0,0.0,21,0,0.0,0,0,0
C05274,2024-11-01,P01,1,29.0,0,8,0.47,2,0,0
C05274,2024-12-01,P01,1,29.0,1,17,0.69,0,0,0
C05274,2025-01-01,P01,1,29.0,2,23,0.48,3,0,0
C05274,2025-02-01,P01,1,29.0,3,8,0.6,0,0,0
C05274,2025-03-01,P01,1,29.0,4,10,0.66,3,0,0
C05274,2025-04-01,P01,1,29.0,5,15,0.78,1,1,0
C05274,2025-05-01,P01,1,29.0,6,14,0.74,2,0,0
C05274,2025-06-01,P01,1,29.0,7,8,0.89,1,0,0
C05274,2025-07-01,P01,1,29.0,8,13,0.56,3,0,0
C05274,2025-08-01,P01,1,29.0,9,15,0.73,2,0,0
C05274,2025-09-01,P01,1,29.0,10,11,0.6,1,0,0
C05274,2025-10-01,P01,1,29.0,11,13,0.63,2,0,0
C05274,2025-11-01,P01,1,29.0,12,12,0.61,2,1,0
C05274,2025-12-01,P01,1,29.0,13,21,0.62,2,0,0
C05275,2024-12-01,P02,1,79.0,0,9,0.37,1,2,0
C05275,2025-01-01,P02,1,79.0,1,12,0.51,1,0,0
C05275,2025-02-01,P02,1,79.0,2,22,0.82,4,3,0
C05275,2025-03-01,P02,1,79.0,3,7,0.82,5,0,0
C05275,2025-04-01,P02,1,79.0,4,11,0.87,0,0,0
C05275,2025-05-01,P02,1,79.0,5,6,0.71,1,0,0
C05275,2025-06-01,P02,1,79.0,6,9,0.53,1,0,0
C05275,2025-07-01,P02,1,79.0,7,3,0.4,2,0,0
C05275,2025-08-01,P02,1,79.0,8,17,0.47,1,1,0
C05275,2025-09-01,P02,1,79.0,9,19,0.9,4,0,0
C05275,2025-10-01,P02,1,79.0,10,14,0.76,2,0,0
C05275,2025-11-01,P02,1,79.0,11,5,0.48,0,0,0
C05275,2025-12-01,P02,1,79.0,12,13,0.89,1,0,0
C05276,2024-07-01,P02,1,79.0,0,13,0.38,1,0,0
C05276,2024-08-01,P02,1,79.0,1,12,0.51,1,0,0
C05276,2024-09-01,P02,1,79.0,2,6,0.33,0,0,0
C05276,2024-10-01,P02,1,79.0,3,21,0.45,0,0,0
C05276,2024-11-01,P02,1,79.0,4,19,0.47,1,0,0
C05276,2024-12-01,P02,1,79.0,5,19,0.82,0,0,0
C05276,2025-01-01,P02,1,79.0,6,10,0.67,2,0,0
C05276,2025-02-01,P02,1,79.0,7,10,0.57,2,0,0
C05276,2025-03-01,P02,1,79.0,8,16,0.44,2,0,0
C05276,2025-04-01,P02,1,79.0,9,18,0.44,2,1,0
C05276,2025-05-01,P03,1,149.0,10,13,0.49,2,0,0
C05276,2025-06-01,P03,1,149.0,11,12,0.44,1,0,0
C05276,2025-07-01,P03,1,149.0,12,18,0.54,3,0,0
C05276,2025-08-01,P03,1,149.0,13,21,0.65,4,0,0
C05276,2025-09-01,P03,1,149.0,14,18,0.59,4,0,0
C05276,2025-10-01,P03,1,149.0,15,22,0.6,2,0,0
C05276,2025-11-01,P03,1,149.0,16,18,0.7,0,0,0
C05276,2025-12-01,P03,1,149.0,17,24,0.65,1,0,0
C05277,2024-10-01,P01,1,29.0,0,3,0.45,3,0,0
C05277,2024-11-01,P01,1,29.0,1,17,0.43,1,0,0
C05277,2024-12-01,P01,1,29.0,2,11,0.4,2,0,0
C05277,2025-01-01,P01,1,29.0,3,6,0.31,3,2,0
C05277,2025-02-01,P01,1,29.0,4,4,0.73,0,0,0
C05277,2025-03-01,P01,1,29.0,5,13,0.51,0,0,0
C05277,2025-04-01,P01,1,29.0,6,11,0.76,0,0,0
C05277,2025-05-01,P01,1,29.0,7,19,0.7,0,0,0
C05277,2025-06-01,P01,1,29.0,8,14,0.64,1,0,0
C05277,2025-07-01,P01,1,29.0,9,14,0.74,1,0,0
C05277,2025-08-01,P01,1,29.0,10,14,0.65,2,0,0
C05277,2025-09-01,P01,1,29.0,11,19,0.73,1,0,0
C05277,2025-10-01,P01,1,29.0,12,15,1.0,0,0,0
C05277,2025-11-01,P01,1,29.0,13,10,0.76,2,0,0
C05277,2025-12-01,P01,1,29.0,14,18,0.62,1,0,0
C05278,2025-04-01,P02,1,79.0,0,13,0.63,0,0,0
C05278,2025-05-01,P02,1,79.0,1,3,0.83,0,0,0
C05278,2025-06-01,P02,1,79.0,2,10,0.48,2,0,0
C05278,2025-07-01,P02,1,79.0,3,20,0.48,0,1,0
C05278,2025-08-01,P02,1,79.0,4,9,0.63,1,0,0
C05278,2025-09-01,P01,1,29.0,5,20,0.73,1,0,0
C05278,2025-10-01,P01,1,29.0,6,20,0.47,3,0,0
C05278,2025-11-01,P01,1,29.0,7,15,0.67,1,0,0
C05278,2025-12-01,P01,0,29.0,8,0,0.0,0,0,1
C05279,2025-01-01,P02,1,79.0,0,12,0.32,1,0,0
C05279,2025-02-01,P02,1,79.0,1,12,0.64,0,0,0
C05279,2025-03-01,P02,1,79.0,2,13,0.5,1,0,0
C05279,2025-04-01,P02,1,79.0,3,11,0.52,1,0,0
C05279,2025-05-01,P02,1,79.0,4,2,0.42,3,0,0
C05279,2025-06-01,P02,1,79.0,5,11,0.42,1,1,0
C05279,2025-07-01,P02,1,79.0,6,13,0.71,3,0,0
C05279,2025-08-01,P02,1,79.0,7,12,0.45,1,0,0
C05279,2025-09-01,P02,1,79.0,8,16,0.65,3,0,0
C05279,2025-10-01,P02,1,79.0,9,14,0.88,1,0,0
C05279,2025-11-01,P02,1,79.0,10,21,0.62,2,0,0
C05279,2025-12-01,P02,1,79.0,11,17,0.67,2,1,0
C05280,2024-09-01,P02,1,79.0,0,11,0.7,2,0,0
C05280,2024-10-01,P02,1,79.0,1,14,0.5,2,0,0
C05280,2024-11-01,P02,1,79.0,2,15,0.55,1,0,0
C05280,2024-12-01,P02,1,79.0,3,10,0.53,4,0,0
C05280,2025-01-01,P02,1,79.0,4,16,0.42,1,0,0
C05280,2025-02-01,P02,1,79.0,5,19,0.55,0,0,0
C05280,2025-03-01,P02,1,79.0,6,17,0.83,0,0,0
C05280,2025-04-01,P02,1,79.0,7,21,0.59,3,0,0
C05280,2025-05-01,P02,1,79.0,8,13,0.57,2,0,0
C05280,2025-06-01,P02,1,79.0,9,14,0.95,2,0,0
C05280,2025-07-01,P02,1,79.0,10,17,0.25,1,0,0
C05280,2025-08-01,P02,1,79.0,11,8,0.6,1,0,0
C05280,2025-09-01,P02,1,79.0,12,12,0.69,1,0,0
C05280,2025-10-01,P02,1,79.0,13,12,0.57,1,2,0
C05280,2025-11-01,P02,1,79.0,14,20,0.76,2,0,0
C05280,2025-12-01,P02,1,79.0,15,17,0.85,4,0,0
C05281,2025-11-01,P03,1,149.0,0,18,0.64,2,1,0
C05281,2025-12-01,P03,1,149.0,1,18,0.37,4,0,0
C05282,2024-06-01,P01,1,29.0,0,27,0.34,6,0,0
C05282,2024-07-01,P01,1,29.0,1,14,0.48,1,0,0
C05282,2024-08-01,P01,1,29.0,2,7,0.69,0,0,0
C05282,2024-09-01,P01,1,29.0,3,16,0.61,2,1,0
C05282,2024-10-01,P01,1,29.0,4,9,0.8,1,1,0
C05282,2024-11-01,P01,1,29.0,5,8,0.38,1,0,0
C05282,2024-12-01,P01,1,29.0,6,11,0.54,2,0,0
C05282,2025-01-01,P01,1,29.0,7,15,0.93,2,0,0
C05282,2025-02-01,P01,1,29.0,8,17,0.63,1,0,0
C05282,2025-03-01,P01,1,29.0,9,13,0.72,2,0,0
C05282,2025-04-01,P01,1,29.0,10,16,0.47,1,0,0
C05282,2025-05-01,P01,1,29.0,11,8,0.79,0,0,0
C05282,2025-06-01,P01,1,29.0,12,16,0.47,2,0,0
C05282,2025-07-01,P01,1,29.0,13,11,0.7,0,1,0
C05282,2025-08-01,P01,1,29.0,14,10,0.58,0,0,0
C05282,2025-09-01,P01,1,29.0,15,20,0.71,2,0,0
C05282,2025-10-01,P01,1,29.0,16,28,0.73,3,0,0
C05282,2025-11-01,P01,1,29.0,17,12,0.71,4,0,0
C05282,2025-12-01,P01,1,29.0,18,10,0.87,1,0,0
C05283,2024-05-01,P03,1,149.0,0,7,0.85,3,0,0
C05283,2024-06-01,P03,1,149.0,1,9,0.64,1,0,0
C05283,2024-07-01,P03,1,149.0,2,15,0.55,4,0,0
C05283,2024-08-01,P03,1,149.0,3,5,0.5,0,0,0
C05283,2024-09-01,P03,1,149.0,4,16,0.66,0,0,0
C05283,2024-10-01,P03,1,149.0,5,14,0.5,0,0,0
C05283,2024-11-01,P03,1,149.0,6,16,0.69,3,0,0
C05283,2024-12-01,P03,1,149.0,7,6,0.49,3,0,0
C05283,2025-01-01,P03,1,149.0,8,6,0.46,2,0,0
C05283,2025-02-01,P03,1,149.0,9,20,0.38,2,0,0
C05283,2025-03-01,P03,1,149.0,10,14,0.48,2,0,0
C05283,2025-04-01,P03,1,149.0,11,21,0.62,1,0,0
C05283,2025-05-01,P03,1,149.0,12,13,0.54,4,0,0
C05283,2025-06-01,P03,1,149.0,13,10,0.57,0,0,0
C05283,2025-07-01,P03,1,149.0,14,15,0.94,0,0,0
C05283,2025-08-01,P03,1,149.0,15,21,0.68,1,2,0
C05283,2025-09-01,P03,1,149.0,16,11,0.46,3,0,0
C05283,2025-10-01,P03,1,149.0,17,18,0.64,1,0,0
C05283,2025-11-01,P03,1,149.0,18,10,0.55,1,1,0
C05283,2025-12-01,P03,1,149.0,19,20,0.79,0,0,0
C05284,2025-01-01,P01,1,29.0,0,14,0.56,1,1,0
C05284,2025-02-01,P01,1,29.0,1,12,0.41,3,0,0
C05284,2025-03-01,P01,1,29.0,2,21,0.55,3,0,0
C05284,2025-04-01,P01,1,29.0,3,10,0.26,1,0,0
C05284,2025-05-01,P01,1,29.0,4,5,0.45,1,0,0
C05284,2025-06-01,P01,1,29.0,5,10,0.58,1,0,0
C05284,2025-07-01,P01,1,29.0,6,7,0.51,1,0,0
C05284,2025-08-01,P01,1,29.0,7,14,0.51,1,0,0
C05284,2025-09-01,P01,1,29.0,8,13,0.44,2,0,0
C05284,2025-10-01,P01,1,29.0,9,17,0.59,2,0,0
C05284,2025-11-01,P01,1,29.0,10,17,0.44,0,0,0
C05284,2025-12-01,P01,1,29.0,11,14,0.63,1,0,0
C05285,2025-05-01,P02,1,79.0,0,4,0.54,0,0,0
C05285,2025-06-01,P02,1,79.0,1,5,0.54,0,0,0
C05285,2025-07-01,P02,1,79.0,2,17,0.78,0,0,0
C05285,2025-08-01,P02,1,79.0,3,12,0.63,0,0,0
C05285,2025-09-01,P02,1,79.0,4,6,0.65,1,0,0
C05285,2025-10-01,P02,1,79.0,5,16,0.68,0,0,0
C05285,2025-11-01,P02,1,79.0,6,16,0.69,2,0,0
C05285,2025-12-01,P02,1,79.0,7,13,0.47,0,0,0
C05286,2024-07-01,P02,1,79.0,0,17,0.67,1,0,0
C05286,2024-08-01,P02,1,79.0,1,14,0.46,2,0,0
C05286,2024-09-01,P02,1,79.0,2,8,0.65,2,0,0
C05286,2024-10-01,P02,1,79.0,3,16,0.72,1,0,0
C05286,2024-11-01,P02,1,79.0,4,8,0.47,2,0,0
C05286,2024-12-01,P02,1,79.0,5,0,0.77,1,0,0
C05286,2025-01-01,P02,1,79.0,6,6,0.62,0,0,0
C05286,2025-02-01,P02,1,79.0,7,18,0.71,0,0,0
C05286,2025-03-01,P02,1,79.0,8,8,0.64,2,0,0
C05286,2025-04-01,P02,1,79.0,9,13,0.66,0,0,0
C05286,2025-05-01,P02,1,79.0,10,13,0.62,1,1,0
C05286,2025-06-01,P02,1,79.0,11,7,0.88,3,0,0
C05286,2025-07-01,P02,1,79.0,12,15,0.7,1,0,0
C05286,2025-08-01,P02,1,79.0,13,16,0.79,1,0,0
C05286,2025-09-01,P02,1,79.0,14,22,0.7,1,0,0
C05286,2025-10-01,P02,1,79.0,15,23,0.76,3,0,0
C05286,2025-11-01,P02,1,79.0,16,18,0.64,2,0,0
C05286,2025-12-01,P02,1,79.0,17,19,0.72,1,0,0
C05287,2025-07-01,P01,1,29.0,0,14,0.47,2,0,0
C05287,2025-08-01,P01,1,29.0,1,12,0.51,2,0,0
C05287,2025-09-01,P01,1,29.0,2,20,0.31,1,2,0
C05287,2025-10-01,P01,1,29.0,3,16,0.58,2,0,0
C05287,2025-11-01,P01,1,29.0,4,8,0.8,1,0,0
C05287,2025-12-01,P01,1,29.0,5,2,0.66,1,0,0
C05288,2025-07-01,P02,1,79.0,0,7,0.79,2,0,0
C05288,2025-08-01,P02,1,79.0,1,5,0.81,2,0,0
C05288,2025-09-01,P02,1,79.0,2,5,0.65,1,0,0
C05288,2025-10-01,P02,1,79.0,3,14,0.48,2,0,0
C05288,2025-11-01,P02,1,79.0,4,24,0.81,2,0,0
C05288,2025-12-01,P02,1,79.0,5,18,0.42,1,0,0
C05289,2025-08-01,P02,1,79.0,0,15,0.51,1,0,0
C05289,2025-09-01,P02,1,79.0,1,12,0.8,0,0,0
C05289,2025-10-01,P02,1,79.0,2,12,0.23,1,0,0
C05289,2025-11-01,P02,1,79.0,3,6,0.57,3,0,0
C05289,2025-12-01,P02,1,79.0,4,14,0.46,7,0,0
C05290,2024-06-01,P02,1,79.0,0,14,0.6,0,0,0
C05290,2024-07-01,P02,1,79.0,1,6,0.64,1,0,0
C05290,2024-08-01,P02,1,79.0,2,6,0.75,4,1,0
C05290,2024-09-01,P02,1,79.0,3,9,0.71,0,0,0
C05290,2024-10-01,P02,1,79.0,4,12,0.68,0,0,0
C05290,2024-11-01,P02,1,79.0,5,11,0.49,2,0,0
C05290,2024-12-01,P02,1,79.0,6,25,0.84,2,0,0
C05290,2025-01-01,P02,1,79.0,7,5,0.9,1,0,0
C05290,2025-02-01,P02,1,79.0,8,15,0.66,1,0,0
C05290,2025-03-01,P02,1,79.0,9,15,0.64,1,0,0
C05290,2025-04-01,P02,1,79.0,10,9,0.77,0,0,0
C05290,2025-05-01,P02,1,79.0,11,13,0.64,1,0,0
C05290,2025-06-01,P02,1,79.0,12,5,0.46,2,1,0
C05290,2025-07-01,P02,1,79.0,13,24,0.8,1,0,0
C05290,2025-08-01,P02,1,79.0,14,25,0.4,3,0,0
C05290,2025-09-01,P02,1,79.0,15,15,0.73,2,0,0
C05290,2025-10-01,P02,1,79.0,16,8,0.88,2,0,0
C05290,2025-11-01,P02,1,79.0,17,14,0.76,4,0,0
C05290,2025-12-01,P02,1,79.0,18,11,0.57,0,0,0
C05291,2024-03-01,P03,1,149.0,0,17,0.7,2,0,0
C05291,2024-04-01,P03,1,149.0,1,8,0.77,1,0,0
C05291,2024-05-01,P03,1,149.0,2,17,0.76,2,0,0
C05291,2024-06-01,P03,1,149.0,3,19,0.54,0,0,0
C05291,2024-07-01,P03,1,149.0,4,16,0.38,0,0,0
C05291,2024-08-01,P03,1,149.0,5,16,0.29,2,0,0
C05291,2024-09-01,P03,1,149.0,6,22,0.64,2,0,0
C05291,2024-10-01,P03,1,149.0,7,21,0.59,4,0,0
C05291,2024-11-01,P03,1,149.0,8,11,0.92,1,0,0
C05291,2024-12-01,P03,1,149.0,9,16,0.49,1,1,0
C05291,2025-01-01,P03,1,149.0,10,17,0.64,1,1,0
C05291,2025-02-01,P03,1,149.0,11,16,0.62,2,0,0
C05291,2025-03-01,P03,1,149.0,12,15,0.69,0,0,0
C05291,2025-04-01,P03,1,149.0,13,15,0.84,4,0,0
C05291,2025-05-01,P03,1,149.0,14,25,0.8,2,0,0
C05291,2025-06-01,P03,1,149.0,15,13,0.72,0,0,0
C05291,2025-07-01,P03,1,149.0,16,4,0.63,0,1,0
C05291,2025-08-01,P03,1,149.0,17,6,0.87,2,0,0
C05291,2025-09-01,P03,1,149.0,18,21,0.63,2,0,0
C05291,2025-10-01,P03,1,149.0,19,14,0.85,0,0,0
C05291,2025-11-01,P03,1,149.0,20,17,0.69,7,0,0
C05291,2025-12-01,P03,1,149.0,21,21,0.77,0,0,0
C05292,2024-02-01,P01,1,29.0,0,12,0.58,2,0,0
C05292,2024-03-01,P01,1,29.0,1,10,0.65,0,0,0
C05292,2024-04-01,P01,1,29.0,2,12,0.7,1,0,0
C05292,2024-05-01,P01,1,29.0,3,11,0.8,2,0,0
C05292,2024-06-01,P01,1,29.0,4,10,0.59,2,0,0
C05292,2024-07-01,P01,1,29.0,5,18,0.35,2,0,0
C05292,2024-08-01,P01,1,29.0,6,17,0.85,0,0,0
C05292,2024-09-01,P01,1,29.0,7,8,0.49,1,0,0
C05292,2024-10-01,P01,1,29.0,8,10,0.82,0,1,0
C05292,2024-11-01,P01,1,29.0,9,13,0.68,1,0,0
C05292,2024-12-01,P01,1,29.0,10,13,0.69,0,0,0
C05292,2025-01-01,P01,1,29.0,11,16,0.53,1,0,0
C05292,2025-02-01,P01,1,29.0,12,13,0.42,0,0,0
C05292,2025-03-01,P01,1,29.0,13,14,0.61,1,0,0
C05292,2025-04-01,P01,1,29.0,14,21,0.73,3,0,0
C05292,2025-05-01,P01,1,29.0,15,15,0.79,1,0,0
C05292,2025-06-01,P01,1,29.0,16,14,0.53,2,0,0
C05292,2025-07-01,P02,1,79.0,17,13,0.79,3,0,0
C05292,2025-08-01,P02,1,79.0,18,18,0.55,1,0,0
C05292,2025-09-01,P02,1,79.0,19,21,0.6,1,0,0
C05292,2025-10-01,P02,1,79.0,20,7,0.54,1,0,0
C05292,2025-11-01,P02,1,79.0,21,16,0.59,1,0,0
C05292,2025-12-01,P02,1,79.0,22,18,0.96,0,0,0
C05293,2024-09-01,P03,1,149.0,0,10,0.54,0,0,0
C05293,2024-10-01,P03,1,149.0,1,4,0.49,2,0,0
C05293,2024-11-01,P03,1,149.0,2,12,0.56,2,0,0
C05293,2024-12-01,P03,1,149.0,3,10,0.13,3,0,0
C05293,2025-01-01,P03,1,149.0,4,11,0.5,3,0,0
C05293,2025-02-01,P03,1,149.0,5,20,0.73,1,0,0
C05293,2025-03-01,P03,1,149.0,6,17,0.57,1,0,0
C05293,2025-04-01,P03,1,149.0,7,20,1.0,1,0,0
C05293,2025-05-01,P03,1,149.0,8,11,0.53,0,0,0
C05293,2025-06-01,P03,1,149.0,9,9,0.6,1,0,0
C05293,2025-07-01,P03,1,149.0,10,14,0.8,2,0,0
C05293,2025-08-01,P03,1,149.0,11,10,0.58,1,0,0
C05293,2025-09-01,P03,1,149.0,12,13,0.42,1,0,0
C05293,2025-10-01,P03,1,149.0,13,15,0.46,2,0,0
C05293,2025-11-01,P03,1,149.0,14,12,0.82,2,0,0
C05293,2025-12-01,P03,1,149.0,15,11,0.92,1,3,0
C05294,2025-04-01,P01,1,29.0,0,17,0.23,1,0,0
C05294,2025-05-01,P01,1,29.0,1,14,0.56,1,0,0
C05294,2025-06-01,P01,1,29.0,2,15,0.69,0,0,0
C05294,2025-07-01,P01,1,29.0,3,12,0.71,0,0,0
C05294,2025-08-01,P01,1,29.0,4,12,0.56,4,0,0
C05294,2025-09-01,P01,1,29.0,5,17,0.58,0,0,0
C05294,2025-10-01,P01,1,29.0,6,12,0.54,2,0,0
C05294,2025-11-01,P01,1,29.0,7,13,0.6,2,0,0
C05294,2025-12-01,P01,1,29.0,8,13,0.67,2,0,0
C05295,2025-03-01,P02,1,79.0,0,12,0.45,1,0,0
C05295,2025-04-01,P02,1,79.0,1,13,0.2,0,0,0
C05295,2025-05-01,P02,1,79.0,2,14,0.71,0,0,0
C05295,2025-06-01,P02,1,79.0,3,16,0.48,0,0,0
C05295,2025-07-01,P02,1,79.0,4,14,0.85,2,0,0
C05295,2025-08-01,P02,1,79.0,5,7,0.82,2,0,0
C05295,2025-09-01,P02,1,79.0,6,15,0.55,0,0,0
C05295,2025-10-01,P02,1,79.0,7,18,0.53,0,0,0
C05295,2025-11-01,P02,1,79.0,8,14,0.77,1,0,0
C05295,2025-12-01,P02,1,79.0,9,15,0.56,4,0,0
C05296,2025-02-01,P03,1,149.0,0,8,0.47,0,0,0
C05296,2025-03-01,P03,1,149.0,1,14,0.36,1,0,0
C05296,2025-04-01,P03,1,149.0,2,16,0.43,0,0,0
C05296,2025-05-01,P03,1,149.0,3,12,0.37,1,0,0
C05296,2025-06-01,P03,1,149.0,4,11,0.44,1,0,0
C05296,2025-07-01,P03,1,149.0,5,16,0.67,0,0,0
C05296,2025-08-01,P03,1,149.0,6,1,0.8,2,1,0
C05296,2025-09-01,P03,1,149.0,7,19,0.41,2,0,0
C05296,2025-10-01,P03,1,149.0,8,16,0.61,3,1,0
C05296,2025-11-01,P03,1,149.0,9,22,0.68,0,0,0
C05296,2025-12-01,P04,1,399.0,10,11,0.81,1,0,0
C05297,2024-05-01,P02,1,79.0,0,18,0.66,3,0,0
C05297,2024-06-01,P02,1,79.0,1,8,0.64,1,0,0
C05297,2024-07-01,P02,1,79.0,2,20,0.59,2,0,0
C05297,2024-08-01,P02,1,79.0,3,21,0.51,2,0,0
C05297,2024-09-01,P02,1,79.0,4,10,0.63,3,0,0
C05297,2024-10-01,P02,1,79.0,5,13,0.69,2,2,0
C05297,2024-11-01,P02,1,79.0,6,19,0.44,2,0,0
C05297,2024-12-01,P02,1,79.0,7,17,0.57,1,0,0
C05297,2025-01-01,P02,1,79.0,8,11,0.63,2,0,0
C05297,2025-02-01,P02,1,79.0,9,12,0.42,0,0,0
C05297,2025-03-01,P02,1,79.0,10,10,0.75,2,0,0
C05297,2025-04-01,P02,1,79.0,11,17,0.56,1,0,0
C05297,2025-05-01,P02,1,79.0,12,11,0.36,3,0,0
C05297,2025-06-01,P02,1,79.0,13,15,0.46,1,0,0
C05297,2025-07-01,P02,1,79.0,14,17,0.81,3,0,0
C05297,2025-08-01,P02,1,79.0,15,16,0.65,2,0,0
C05297,2025-09-01,P02,1,79.0,16,17,0.47,2,0,0
C05297,2025-10-01,P02,1,79.0,17,7,0.69,1,0,0
C05297,2025-11-01,P02,1,79.0,18,12,0.62,2,0,0
C05297,2025-12-01,P02,1,79.0,19,22,0.67,0,0,0
C05298,2025-06-01,P03,1,149.0,0,13,0.61,1,0,0
C05298,2025-07-01,P03,1,149.0,1,11,0.73,0,1,0
C05298,2025-08-01,P03,1,149.0,2,16,0.6,0,2,0
C05298,2025-09-01,P03,1,149.0,3,13,0.75,1,0,0
C05298,2025-10-01,P03,1,149.0,4,12,0.72,2,0,0
C05298,2025-11-01,P03,1,149.0,5,7,0.39,3,1,0
C05298,2025-12-01,P03,1,149.0,6,13,0.83,2,0,0
C05299,2025-05-01,P03,1,149.0,0,7,0.21,1,0,0
C05299,2025-06-01,P03,1,149.0,1,13,0.63,3,0,0
C05299,2025-07-01,P03,1,149.0,2,13,0.65,3,0,0
C05299,2025-08-01,P03,1,149.0,3,20,0.56,5,0,0
C05299,2025-09-01,P03,1,149.0,4,13,0.76,0,0,0
C05299,2025-10-01,P03,1,149.0,5,8,0.3,2,0,0
C05299,2025-11-01,P03,1,149.0,6,18,0.6,2,0,0
C05299,2025-12-01,P03,1,149.0,7,23,0.92,2,0,0
C05300,2024-07-01,P01,1,29.0,0,19,0.64,2,0,0
C05300,2024-08-01,P01,1,29.0,1,7,0.61,4,0,0
C05300,2024-09-01,P01,1,29.0,2,13,0.44,3,0,0
C05300,2024-10-01,P01,1,29.0,3,17,0.34,1,0,0
C05300,2024-11-01,P01,1,29.0,4,9,0.72,0,0,0
C05300,2024-12-01,P01,1,29.0,5,17,0.98,2,0,0
C05300,2025-01-01,P01,1,29.0,6,19,0.55,1,0,0
C05300,2025-02-01,P01,1,29.0,7,16,0.6,2,0,0
C05300,2025-03-01,P01,1,29.0,8,20,0.59,1,0,0
C05300,2025-04-01,P01,1,29.0,9,10,0.64,2,1,0
C05300,2025-05-01,P01,1,29.0,10,24,0.39,2,0,0
C05300,2025-06-01,P01,1,29.0,11,16,0.34,3,0,0
C05300,2025-07-01,P01,1,29.0,12,11,0.69,0,0,0
C05300,2025-08-01,P01,1,29.0,13,19,0.6,1,0,0
C05300,2025-09-01,P01,1,29.0,14,13,0.4,4,0,0
C05300,2025-10-01,P01,1,29.0,15,24,0.72,0,0,0
C05300,2025-11-01,P01,1,29.0,16,20,0.7,2,0,0
C05300,2025-12-01,P01,1,29.0,17,15,0.55,2,0,0
C05301,2024-09-01,P02,1,79.0,0,9,0.45,1,2,0
C05301,2024-10-01,P02,1,79.0,1,6,0.74,0,0,0
C05301,2024-11-01,P02,1,79.0,2,14,0.65,2,1,0
C05301,2024-12-01,P02,1,79.0,3,15,0.64,3,1,0
C05301,2025-01-01,P02,1,79.0,4,14,0.72,3,0,0
C05301,2025-02-01,P02,1,79.0,5,19,0.72,0,0,0
C05301,2025-03-01,P02,1,79.0,6,12,0.62,2,0,0
C05301,2025-04-01,P02,1,79.0,7,13,0.93,0,1,0
C05301,2025-05-01,P02,1,79.0,8,19,0.63,0,0,0
C05301,2025-06-01,P02,1,79.0,9,12,0.45,1,0,0
C05301,2025-07-01,P02,1,79.0,10,14,0.6,1,0,0
C05301,2025-08-01,P02,1,79.0,11,18,0.69,1,0,0
C05301,2025-09-01,P02,1,79.0,12,14,0.75,3,0,0
C05301,2025-10-01,P02,1,79.0,13,7,0.57,2,1,0
C05301,2025-11-01,P02,1,79.0,14,21,0.36,2,0,0
