subscription_id,customer_id,plan_id,start_date,end_date,billing_cycle,monthly_price,subscription_status
S005655,C04648,P01,2024-07-19,,Annual,29.0,Active
S005656,C04649,P01,2024-12-12,2025-07-04,Monthly,29.0,Cancelled
S005657,C04650,P01,2024-08-12,,Annual,29.0,Active
S005658,C04651,P01,2025-07-29,2025-12-06,Monthly,29.0,Cancelled
S005659,C04652,P02,2024-10-27,,Monthly,79.0,Active
S005660,C04653,P01,2024-10-25,,Monthly,29.0,Active
S005661,C04653,P02,2025-01-28,,Monthly,79.0,Active
S005662,C04654,P02,2024-12-25,,Monthly,79.0,Active
S005663,C04654,P03,2025-12-21,,Monthly,149.0,Active
S005664,C04655,P02,2024-06-17,,Annual,79.0,Active
S005665,C04655,P03,2025-02-09,,Annual,149.0,Active
S005666,C04656,P01,2025-05-22,,Monthly,29.0,Active
S005667,C04656,P02,2025-08-30,,Monthly,79.0,Active
S005668,C04657,P02,2025-07-30,,Monthly,79.0,Active
S005669,C04658,P03,2025-04-02,,Annual,149.0,Active
S005670,C04659,P02,2024-07-26,,Monthly,79.0,Active
S005671,C04660,P02,2025-01-05,,Monthly,79.0,Active
S005672,C04661,P01,2025-01-09,,Monthly,29.0,Active
S005673,C04662,P02,2024-11-04,2025-02-12,Annual,79.0,Cancelled
S005674,C04663,P04,2024-05-03,,Monthly,399.0,Active
S005675,C04664,P01,2025-07-17,,Monthly,29.0,Active
S005676,C04665,P01,2025-07-18,,Monthly,29.0,Active
S005677,C04666,P02,2025-11-17,,Monthly,79.0,Active
S005678,C04667,P01,2025-03-30,2025-09-11,Annual,29.0,Cancelled
S005679,C04668,P02,2024-11-17,,Monthly,79.0,Active
S005680,C04669,P01,2024-06-16,,Monthly,29.0,Active
S005681,C04670,P01,2025-08-20,,Monthly,29.0,Active
S005682,C04671,P01,2025-09-05,,Monthly,29.0,Active
S005683,C04672,P01,2024-06-16,,Annual,29.0,Active
S005684,C04673,P03,2024-09-10,,Monthly,149.0,Active
S005685,C04674,P02,2025-01-14,,Monthly,79.0,Active
S005686,C04674,P01,2025-09-02,,Monthly,29.0,Active
S005687,C04675,P02,2024-05-04,,Monthly,79.0,Active
S005688,C04676,P02,2024-01-08,,Monthly,79.0,Active
S005689,C04676,P03,2025-12-24,,Monthly,149.0,Active
S005690,C04676,P04,2025-12-31,,Monthly,399.0,Active
S005691,C04677,P02,2024-10-15,,Annual,79.0,Active
S005692,C04677,P01,2025-07-13,,Monthly,29.0,Active
S005693,C04678,P02,2024-01-13,2024-05-11,Monthly,79.0,Cancelled
S005694,C04678,P01,2024-05-11,2025-08-28,Monthly,29.0,Cancelled
S005695,C04679,P01,2024-09-22,,Monthly,29.0,Active
S005696,C04679,P02,2025-05-13,,Annual,79.0,Active
S005697,C04680,P02,2024-05-11,,Annual,79.0,Active
S005698,C04681,P03,2024-01-07,,Annual,149.0,Active
S005699,C04682,P01,2025-10-18,,Monthly,29.0,Active
S005700,C04683,P03,2024-11-22,2025-12-16,Annual,149.0,Cancelled
S005701,C04684,P02,2024-03-03,,Annual,79.0,Active
S005702,C04685,P03,2024-02-17,,Annual,149.0,Active
S005703,C04686,P04,2024-08-16,,Monthly,399.0,Active
S005704,C04687,P01,2024-04-12,2025-01-17,Monthly,29.0,Cancelled
S005705,C04688,P01,2024-10-11,,Monthly,29.0,Active
S005706,C04689,P01,2025-04-05,,Annual,29.0,Active
S005707,C04689,P01,2025-09-15,,Annual,29.0,Active
S005708,C04690,P01,2024-02-23,,Monthly,29.0,Active
S005709,C04691,P02,2025-05-22,,Monthly,79.0,Active
S005710,C04691,P03,2025-11-25,,Monthly,149.0,Active
S005711,C04692,P03,2024-08-05,,Monthly,149.0,Active
S005712,C04693,P02,2025-05-29,,Monthly,79.0,Active
S005713,C04694,P02,2024-01-01,,Monthly,79.0,Active
S005714,C04695,P03,2024-03-09,,Monthly,149.0,Active
S005715,C04696,P03,2025-11-13,,Annual,149.0,Active
S005716,C04697,P02,2025-03-23,,Monthly,79.0,Active
S005717,C04698,P02,2024-11-27,,Monthly,79.0,Active
S005718,C04699,P03,2024-05-26,,Monthly,149.0,Active
S005719,C04699,P04,2025-03-27,,Monthly,399.0,Active
S005720,C04700,P01,2025-10-11,,Monthly,29.0,Active
S005721,C04701,P02,2024-01-21,,Monthly,79.0,Active
S005722,C04702,P03,2025-01-20,,Annual,149.0,Active
S005723,C04702,P04,2025-08-02,,Annual,399.0,Active
S005724,C04703,P03,2024-11-27,2025-09-22,Annual,149.0,Cancelled
S005725,C04704,P03,2025-08-22,,Monthly,149.0,Active
S005726,C04705,P01,2025-11-26,,Monthly,29.0,Active
S005727,C04706,P03,2024-01-12,,Monthly,149.0,Active
S005728,C04707,P01,2025-07-25,,Annual,29.0,Active
S005729,C04708,P01,2025-08-16,,Monthly,29.0,Active
S005730,C04709,P02,2024-01-30,2024-05-07,Annual,79.0,Cancelled
S005731,C04710,P01,2024-01-01,,Monthly,29.0,Active
S005732,C04710,P02,2024-11-05,,Annual,79.0,Active
S005733,C04711,P02,2025-02-27,,Monthly,79.0,Active
S005734,C04712,P02,2024-08-19,,Monthly,79.0,Active
S005735,C04713,P01,2024-11-12,,Monthly,29.0,Active
S005736,C04713,P01,2025-08-18,,Annual,29.0,Active
S005737,C04714,P03,2024-01-03,,Monthly,149.0,Active
S005738,C04715,P02,2025-05-29,2025-10-16,Monthly,79.0,Cancelled
S005739,C04716,P01,2025-07-08,,Monthly,29.0,Active
S005740,C04717,P04,2024-04-08,,Monthly,399.0,Active
S005741,C04718,P03,2024-04-09,,Monthly,149.0,Active
S005742,C04718,P02,2025-07-14,,Monthly,79.0,Active
S005743,C04719,P02,2024-09-19,,Monthly,79.0,Active
S005744,C04720,P03,2025-01-22,,Annual,149.0,Active
S005745,C04720,P02,2025-06-24,,Monthly,79.0,Active
S005746,C04721,P02,2024-03-13,2024-07-06,Monthly,79.0,Cancelled
S005747,C04721,P01,2024-07-06,2025-01-29,Monthly,29.0,Cancelled
S005748,C04722,P02,2025-06-26,,Monthly,79.0,Active
S005749,C04723,P02,2024-06-21,,Annual,79.0,Active
S005750,C04724,P01,2024-09-25,,Monthly,29.0,Active
S005751,C04725,P03,2025-06-27,,Annual,149.0,Active
S005752,C04726,P03,2025-01-07,,Monthly,149.0,Active
S005753,C04727,P01,2024-06-11,,Monthly,29.0,Active
S005754,C04727,P02,2025-08-08,,Annual,79.0,Active
S005755,C04728,P02,2025-02-03,,Annual,79.0,Active
S005756,C04728,P03,2025-05-19,,Monthly,149.0,Active
S005757,C04729,P01,2025-10-02,,Monthly,29.0,Active
S005758,C04730,P03,2024-09-26,,Annual,149.0,Active
S005759,C04730,P04,2025-12-15,,Monthly,399.0,Active
S005760,C04731,P02,2025-01-14,,Monthly,79.0,Active
S005761,C04732,P02,2025-10-23,,Annual,79.0,Active
S005762,C04733,P02,2024-06-15,,Monthly,79.0,Active
S005763,C04734,P03,2025-09-26,,Monthly,149.0,Active
S005764,C04735,P02,2025-09-14,,Monthly,79.0,Active
S005765,C04736,P03,2024-02-05,,Monthly,149.0,Active
S005766,C04737,P03,2025-11-17,,Monthly,149.0,Active
S005767,C04738,P01,2024-04-09,,Annual,29.0,Active
S005768,C04739,P02,2024-07-09,2025-05-28,Annual,79.0,Cancelled
S005769,C04740,P01,2025-01-13,,Annual,29.0,Active
S005770,C04740,P01,2025-05-19,,Monthly,29.0,Active
S005771,C04741,P02,2024-11-04,,Monthly,79.0,Active
S005772,C04742,P02,2025-03-25,,Monthly,79.0,Active
S005773,C04743,P01,2024-11-15,,Monthly,29.0,Active
S005774,C04744,P03,2025-08-29,,Monthly,149.0,Active
S005775,C04745,P02,2025-09-24,,Annual,79.0,Active
S005776,C04746,P03,2025-02-13,,Monthly,149.0,Active
S005777,C04747,P01,2024-03-02,,Monthly,29.0,Active
S005778,C04748,P02,2024-06-10,,Annual,79.0,Active
S005779,C04749,P03,2024-05-25,,Monthly,149.0,Active
S005780,C04750,P01,2025-06-07,,Monthly,29.0,Active
S005781,C04751,P01,2024-04-08,,Monthly,29.0,Active
S005782,C04752,P03,2024-12-24,,Annual,149.0,Active
S005783,C04753,P04,2025-07-01,,Monthly,399.0,Active
S005784,C04754,P01,2025-09-12,,Monthly,29.0,Active
S005785,C04755,P03,2024-12-28,2025-02-27,Monthly,149.0,Cancelled
S005786,C04756,P02,2024-08-29,,Monthly,79.0,Active
S005787,C04757,P01,2025-03-17,,Monthly,29.0,Active
S005788,C04757,P01,2025-12-16,,Monthly,29.0,Active
S005789,C04758,P01,2025-06-22,,Annual,29.0,Active
S005790,C04759,P01,2024-07-23,,Monthly,29.0,Active
S005791,C04760,P01,2024-02-04,,Monthly,29.0,Active
S005792,C04760,P01,2025-01-20,,Monthly,29.0,Active
S005793,C04761,P02,2024-01-24,,Monthly,79.0,Active
S005794,C04762,P03,2025-07-16,,Annual,149.0,Active
S005795,C04763,P03,2025-10-26,,Monthly,149.0,Active
S005796,C04764,P01,2024-01-30,,Annual,29.0,Active
S005797,C04765,P04,2025-06-12,,Annual,399.0,Active
S005798,C04766,P04,2025-07-03,,Annual,399.0,Active
S005799,C04767,P02,2025-07-14,,Monthly,79.0,Active
S005800,C04768,P03,2024-09-08,,Monthly,149.0,Active
S005801,C04768,P04,2025-06-04,,Monthly,399.0,Active
S005802,C04769,P02,2025-02-28,,Annual,79.0,Active
S005803,C04770,P04,2024-10-21,,Annual,399.0,Active
S005804,C04771,P04,2025-11-04,,Monthly,399.0,Active
S005805,C04772,P02,2025-04-02,,Annual,79.0,Active
S005806,C04773,P04,2024-09-11,,Monthly,399.0,Active
S005807,C04773,P03,2025-09-30,,Monthly,149.0,Active
S005808,C04774,P02,2025-08-30,2025-12-10,Monthly,79.0,Cancelled
S005809,C04775,P01,2024-04-11,,Monthly,29.0,Active
S005810,C04775,P02,2024-09-03,,Annual,79.0,Active
S005811,C04776,P02,2024-01-20,,Monthly,79.0,Active
S005812,C04777,P02,2024-08-20,,Monthly,79.0,Active
S005813,C04778,P02,2024-05-10,,Monthly,79.0,Active
S005814,C04779,P03,2025-06-01,,Monthly,149.0,Active
S005815,C04780,P02,2025-02-22,,Monthly,79.0,Active
S005816,C04780,P03,2025-10-20,,Monthly,149.0,Active
S005817,C04781,P01,2025-05-31,,Monthly,29.0,Active
S005818,C04782,P02,2024-06-27,,Annual,79.0,Active
S005819,C04782,P03,2025-12-22,,Monthly,149.0,Active
S005820,C04783,P03,2024-09-28,,Monthly,149.0,Active
S005821,C04783,P04,2025-11-26,,Monthly,399.0,Active
S005822,C04784,P01,2025-10-21,2025-12-30,Annual,29.0,Cancelled
S005823,C04785,P04,2024-10-22,,Monthly,399.0,Active
S005824,C04785,P04,2025-01-30,,Annual,399.0,Active
S005825,C04786,P01,2024-05-03,,Monthly,29.0,Active
S005826,C04786,P02,2024-12-01,,Monthly,79.0,Active
S005827,C04786,P03,2025-07-01,,Monthly,149.0,Active
S005828,C04787,P04,2025-02-16,,Monthly,399.0,Active
S005829,C04788,P04,2025-04-01,,Monthly,399.0,Active
S005830,C04789,P03,2025-05-25,,Monthly,149.0,Active
S005831,C04790,P02,2025-01-10,,Monthly,79.0,Active
S005832,C04791,P03,2025-05-24,2025-12-04,Monthly,149.0,Cancelled
S005833,C04792,P02,2025-07-07,,Annual,79.0,Active
S005834,C04793,P04,2025-04-17,,Monthly,399.0,Active
S005835,C04793,P04,2025-11-15,,Annual,399.0,Active
S005836,C04794,P03,2024-09-03,,Annual,149.0,Active
S005837,C04795,P02,2025-03-05,,Monthly,79.0,Active
S005838,C04796,P02,2024-08-24,,Monthly,79.0,Active
S005839,C04797,P02,2024-01-12,,Annual,79.0,Active
S005840,C04798,P04,2024-04-07,,Monthly,399.0,Active
S005841,C04799,P03,2025-09-25,,Annual,149.0,Active
S005842,C04800,P02,2024-09-18,,Monthly,79.0,Active
S005843,C04801,P02,2024-05-13,,Monthly,79.0,Active
S005844,C04802,P03,2025-08-03,,Monthly,149.0,Active
S005845,C04803,P02,2024-10-19,,Monthly,79.0,Active
S005846,C04803,P03,2025-08-09,,Monthly,149.0,Active
S005847,C04804,P03,2024-10-28,2025-11-16,Annual,149.0,Cancelled
S005848,C04805,P01,2024-12-06,,Monthly,29.0,Active
S005849,C04806,P04,2025-11-08,,Monthly,399.0,Active
S005850,C04807,P02,2025-01-17,,Annual,79.0,Active
S005851,C04808,P01,2025-03-05,2025-07-09,Monthly,29.0,Cancelled
S005852,C04809,P03,2025-12-01,,Monthly,149.0,Active
S005853,C04810,P03,2024-04-28,,Monthly,149.0,Active
S005854,C04810,P04,2024-11-28,,Monthly,399.0,Active
S005855,C04811,P01,2024-06-16,,Annual,29.0,Active
S005856,C04812,P02,2024-08-05,,Monthly,79.0,Active
S005857,C04812,P01,2025-01-17,,Annual,29.0,Active
S005858,C04813,P01,2025-03-30,,Annual,29.0,Active
S005859,C04814,P03,2024-04-15,,Monthly,149.0,Active
S005860,C04815,P03,2025-06-03,,Monthly,149.0,Active
S005861,C04816,P01,2025-03-13,,Annual,29.0,Active
S005862,C04817,P01,2025-07-28,,Annual,29.0,Active
S005863,C04818,P04,2025-11-10,,Monthly,399.0,Active
S005864,C04819,P01,2024-08-17,,Annual,29.0,Active
S005865,C04820,P03,2024-11-28,,Monthly,149.0,Active
S005866,C04821,P01,2025-08-15,,Monthly,29.0,Active
S005867,C04822,P03,2025-10-25,,Monthly,149.0,Active
S005868,C04823,P04,2025-05-17,,Monthly,399.0,Active
S005869,C04823,P04,2025-11-30,,Monthly,399.0,Active
S005870,C04824,P02,2025-02-21,,Annual,79.0,Active
S005871,C04825,P02,2024-11-07,,Monthly,79.0,Active
S005872,C04825,P03,2025-10-08,,Monthly,149.0,Active
S005873,C04826,P04,2024-06-16,2024-09-23,Monthly,399.0,Cancelled
S005874,C04827,P01,2025-08-29,,Monthly,29.0,Active
S005875,C04828,P04,2025-01-08,,Annual,399.0,Active
S005876,C04829,P01,2024-07-08,2024-10-31,Monthly,29.0,Cancelled
S005877,C04830,P02,2025-01-28,,Monthly,79.0,Active
S005878,C04831,P01,2024-12-25,2025-04-23,Monthly,29.0,Cancelled
S005879,C04832,P01,2024-05-20,,Monthly,29.0,Active
S005880,C04832,P02,2025-02-03,,Monthly,79.0,Active
S005881,C04833,P03,2025-08-09,,Monthly,149.0,Active
S005882,C04834,P03,2024-07-15,,Monthly,149.0,Active
S005883,C04835,P03,2024-01-30,,Monthly,149.0,Active
S005884,C04835,P02,2025-01-16,,Annual,79.0,Active
S005885,C04836,P03,2025-06-03,,Monthly,149.0,Active
S005886,C04837,P02,2025-10-18,,Monthly,79.0,Active
S005887,C04838,P03,2025-06-13,,Monthly,149.0,Active
S005888,C04838,P04,2025-11-10,,Monthly,399.0,Active
S005889,C04839,P02,2025-01-13,,Annual,79.0,Active
S005890,C04840,P01,2024-09-04,2024-11-16,Monthly,29.0,Cancelled
S005891,C04841,P02,2024-11-20,,Annual,79.0,Active
S005892,C04842,P02,2024-11-28,,Monthly,79.0,Active
S005893,C04843,P01,2024-02-14,,Annual,29.0,Active
S005894,C04843,P01,2025-07-21,,Annual,29.0,Active
S005895,C04843,P02,2025-12-09,,Monthly,79.0,Active
S005896,C04844,P03,2024-10-23,,Monthly,149.0,Active
S005897,C04844,P04,2025-10-09,,Monthly,399.0,Active
S005898,C04844,P03,2025-12-31,,Monthly,149.0,Active
S005899,C04845,P04,2025-02-25,,Monthly,399.0,Active
S005900,C04845,P04,2025-10-17,,Monthly,399.0,Active
S005901,C04846,P01,2025-09-02,,Monthly,29.0,Active
S005902,C04847,P04,2025-09-02,,Monthly,399.0,Active
S005903,C04848,P02,2024-02-26,,Annual,79.0,Active
S005904,C04849,P02,2024-11-24,,Monthly,79.0,Active
S005905,C04850,P04,2024-11-28,2025-03-28,Monthly,399.0,Cancelled
S005906,C04851,P03,2024-06-25,,Monthly,149.0,Active
S005907,C04852,P01,2024-03-10,,Monthly,29.0,Active
S005908,C04853,P01,2025-02-19,,Annual,29.0,Active
S005909,C04854,P03,2025-07-31,,Monthly,149.0,Active
S005910,C04855,P02,2024-11-08,,Monthly,79.0,Active
S005911,C04856,P03,2024-12-15,,Monthly,149.0,Active
S005912,C04857,P02,2025-10-20,,Monthly,79.0,Active
S005913,C04858,P02,2024-10-16,,Monthly,79.0,Active
S005914,C04859,P02,2024-11-09,,Monthly,79.0,Active
S005915,C04860,P02,2024-05-11,,Monthly,79.0,Active
S005916,C04861,P02,2024-03-15,,Monthly,79.0,Active
S005917,C04862,P01,2025-05-24,,Monthly,29.0,Active
S005918,C04862,P01,2025-09-30,,Annual,29.0,Active
S005919,C04863,P04,2024-12-30,2025-07-16,Monthly,399.0,Cancelled
S005920,C04864,P03,2024-11-25,,Annual,149.0,Active
S005921,C04864,P04,2025-03-29,,Annual,399.0,Active
S005922,C04865,P04,2025-01-17,,Monthly,399.0,Active
S005923,C04866,P02,2025-01-25,,Monthly,79.0,Active
S005924,C04867,P04,2024-12-05,,Monthly,399.0,Active
S005925,C04867,P04,2025-10-17,,Monthly,399.0,Active
S005926,C04868,P03,2024-07-16,,Monthly,149.0,Active
S005927,C04869,P02,2025-09-18,,Annual,79.0,Active
S005928,C04870,P02,2025-03-02,,Monthly,79.0,Active
S005929,C04871,P01,2024-06-23,2025-08-03,Monthly,29.0,Cancelled
S005930,C04872,P01,2024-12-22,,Monthly,29.0,Active
S005931,C04873,P03,2025-08-23,,Monthly,149.0,Active
S005932,C04874,P03,2024-02-16,,Monthly,149.0,Active
S005933,C04875,P01,2024-03-18,,Monthly,29.0,Active
S005934,C04875,P02,2025-10-28,,Monthly,79.0,Active
S005935,C04875,P03,2025-12-31,,Monthly,149.0,Active
S005936,C04876,P01,2024-12-16,,Annual,29.0,Active
S005937,C04877,P03,2024-07-24,,Monthly,149.0,Active
S005938,C04878,P02,2025-11-04,,Monthly,79.0,Active
S005939,C04879,P03,2024-12-04,,Monthly,149.0,Active
S005940,C04880,P02,2025-03-26,,Monthly,79.0,Active
S005941,C04881,P01,2025-09-06,,Monthly,29.0,Active
S005942,C04882,P04,2025-04-19,,Monthly,399.0,Active
S005943,C04883,P01,2025-01-21,2025-09-03,Annual,29.0,Cancelled
S005944,C04883,P02,2025-09-03,,Monthly,79.0,Active
S005945,C04884,P01,2024-09-18,,Monthly,29.0,Active
S005946,C04885,P01,2024-02-28,,Monthly,29.0,Active
S005947,C04886,P01,2025-03-13,,Annual,29.0,Active
S005948,C04887,P02,2025-04-30,,Monthly,79.0,Active
S005949,C04888,P01,2024-10-04,,Monthly,29.0,Active
S005950,C04889,P01,2025-01-03,,Monthly,29.0,Active
S005951,C04889,P01,2025-05-09,,Annual,29.0,Active
S005952,C04890,P03,2025-01-03,2025-03-13,Monthly,149.0,Cancelled
S005953,C04891,P02,2025-10-16,2025-12-27,Annual,79.0,Cancelled
S005954,C04892,P01,2025-09-17,2025-12-25,Monthly,29.0,Cancelled
S005955,C04893,P03,2024-08-19,,Monthly,149.0,Active
S005956,C04894,P01,2024-09-13,2025-12-20,Monthly,29.0,Cancelled
S005957,C04895,P01,2024-08-18,2025-11-01,Monthly,29.0,Cancelled
S005958,C04896,P04,2025-05-28,,Annual,399.0,Active
S005959,C04897,P02,2025-08-22,,Monthly,79.0,Active
S005960,C04898,P03,2025-03-23,,Annual,149.0,Active
S005961,C04899,P01,2024-09-26,2024-12-21,Annual,29.0,Cancelled
S005962,C04900,P04,2025-09-30,,Monthly,399.0,Active
S005963,C04901,P02,2024-09-12,,Monthly,79.0,Active
S005964,C04901,P03,2025-07-07,,Monthly,149.0,Active
S005965,C04902,P02,2024-07-22,2024-12-21,Monthly,79.0,Cancelled
S005966,C04903,P01,2024-10-16,,Monthly,29.0,Active
S005967,C04904,P02,2024-01-30,,Monthly,79.0,Active
S005968,C04905,P04,2024-07-05,,Annual,399.0,Active
S005969,C04906,P04,2025-07-23,,Monthly,399.0,Active
S005970,C04907,P01,2025-10-27,,Monthly,29.0,Active
S005971,C04908,P03,2024-04-15,,Annual,149.0,Active
S005972,C04909,P02,2024-02-02,,Monthly,79.0,Active
S005973,C04910,P02,2025-05-26,,Monthly,79.0,Active
S005974,C04911,P02,2024-02-01,,Monthly,79.0,Active
S005975,C04912,P01,2025-04-13,2025-10-11,Annual,29.0,Cancelled
S005976,C04913,P04,2025-10-22,,Monthly,399.0,Active
S005977,C04914,P03,2025-08-03,,Monthly,149.0,Active
S005978,C04915,P04,2024-12-01,,Annual,399.0,Active
S005979,C04915,P04,2025-03-11,,Monthly,399.0,Active
S005980,C04916,P03,2025-10-28,,Monthly,149.0,Active
S005981,C04917,P03,2024-04-15,,Monthly,149.0,Active
S005982,C04917,P04,2025-02-26,,Monthly,399.0,Active
S005983,C04918,P01,2025-08-16,,Monthly,29.0,Active
S005984,C04919,P01,2024-08-08,,Monthly,29.0,Active
S005985,C04920,P03,2024-09-29,,Monthly,149.0,Active
S005986,C04921,P01,2024-04-21,,Annual,29.0,Active
S005987,C04922,P03,2024-10-22,,Monthly,149.0,Active
S005988,C04923,P02,2024-11-13,,Monthly,79.0,Active
S005989,C04924,P02,2025-09-20,,Monthly,79.0,Active
S005990,C04925,P02,2024-08-15,,Monthly,79.0,Active
S005991,C04926,P02,2024-10-31,2025-11-05,Monthly,79.0,Cancelled
S005992,C04927,P02,2025-09-14,,Monthly,79.0,Active
S005993,C04928,P02,2025-09-06,,Annual,79.0,Active
S005994,C04929,P01,2025-06-19,,Monthly,29.0,Active
S005995,C04930,P02,2024-10-19,,Monthly,79.0,Active
S005996,C04930,P01,2025-03-23,,Monthly,29.0,Active
S005997,C04931,P03,2025-03-11,,Monthly,149.0,Active
S005998,C04932,P02,2024-01-29,,Monthly,79.0,Active
S005999,C04933,P02,2024-01-17,,Monthly,79.0,Active
S006000,C04933,P01,2024-04-29,,Annual,29.0,Active
S006001,C04934,P02,2024-09-29,,Annual,79.0,Active
S006002,C04935,P02,2024-07-18,,Monthly,79.0,Active
S006003,C04935,P03,2024-11-25,,Monthly,149.0,Active
S006004,C04936,P03,2024-05-22,,Annual,149.0,Active
S006005,C04937,P03,2025-01-30,,Monthly,149.0,Active
S006006,C04938,P01,2024-01-09,,Monthly,29.0,Active
S006007,C04939,P03,2025-08-25,,Monthly,149.0,Active
S006008,C04940,P03,2024-04-27,,Monthly,149.0,Active
S006009,C04940,P04,2025-02-08,,Monthly,399.0,Active
S006010,C04941,P01,2025-07-03,,Monthly,29.0,Active
S006011,C04942,P02,2024-07-06,,Annual,79.0,Active
S006012,C04943,P04,2025-08-15,,Monthly,399.0,Active
S006013,C04944,P03,2024-11-14,,Monthly,149.0,Active
S006014,C04945,P02,2025-02-04,2025-11-07,Annual,79.0,Cancelled
S006015,C04946,P01,2025-10-01,,Monthly,29.0,Active
S006016,C04947,P03,2025-02-01,,Monthly,149.0,Active
S006017,C04948,P01,2024-02-17,,Monthly,29.0,Active
S006018,C04949,P01,2025-08-09,,Annual,29.0,Active
S006019,C04950,P03,2025-08-23,,Monthly,149.0,Active
S006020,C04951,P03,2025-02-05,,Monthly,149.0,Active
S006021,C04952,P01,2025-03-06,,Monthly,29.0,Active
S006022,C04953,P02,2025-04-06,,Annual,79.0,Active
S006023,C04954,P04,2024-12-12,,Monthly,399.0,Active
S006024,C04954,P04,2025-10-29,,Monthly,399.0,Active
S006025,C04954,P03,2025-12-31,,Annual,149.0,Active
S006026,C04955,P04,2025-01-30,,Monthly,399.0,Active
S006027,C04956,P02,2024-07-28,,Monthly,79.0,Active
S006028,C04957,P04,2025-01-24,,Monthly,399.0,Active
S006029,C04958,P01,2025-09-26,,Monthly,29.0,Active
S006030,C04959,P02,2024-02-03,,Monthly,79.0,Active
S006031,C04960,P01,2025-05-13,,Monthly,29.0,Active
S006032,C04961,P02,2025-02-05,,Monthly,79.0,Active
S006033,C04962,P01,2025-09-03,,Annual,29.0,Active
S006034,C04963,P02,2024-12-31,2025-07-16,Monthly,79.0,Cancelled
S006035,C04964,P04,2024-05-23,,Monthly,399.0,Active
S006036,C04965,P03,2025-01-15,,Monthly,149.0,Active
S006037,C04966,P02,2024-10-17,,Annual,79.0,Active
S006038,C04966,P01,2025-08-16,,Monthly,29.0,Active
S006039,C04967,P03,2024-12-06,,Monthly,149.0,Active
S006040,C04968,P03,2024-01-29,,Monthly,149.0,Active
S006041,C04969,P01,2024-10-20,,Monthly,29.0,Active
S006042,C04970,P02,2025-09-19,,Monthly,79.0,Active
S006043,C04971,P03,2025-03-24,,Monthly,149.0,Active
S006044,C04971,P04,2025-10-03,,Monthly,399.0,Active
S006045,C04972,P01,2024-11-04,,Monthly,29.0,Active
S006046,C04973,P02,2024-02-25,,Annual,79.0,Active
S006047,C04974,P02,2024-10-19,,Monthly,79.0,Active
S006048,C04975,P03,2025-02-17,,Annual,149.0,Active
S006049,C04975,P02,2025-06-02,,Monthly,79.0,Active
S006050,C04976,P03,2024-09-16,2025-06-30,Annual,149.0,Cancelled
S006051,C04977,P01,2024-03-03,,Monthly,29.0,Active
S006052,C04977,P01,2025-10-03,,Annual,29.0,Active
S006053,C04978,P01,2024-11-23,,Annual,29.0,Active
S006054,C04978,P02,2025-08-15,,Monthly,79.0,Active
S006055,C04978,P03,2025-12-18,,Annual,149.0,Active
S006056,C04979,P03,2025-05-01,,Monthly,149.0,Active
S006057,C04980,P01,2025-04-28,,Monthly,29.0,Active
S006058,C04981,P01,2025-11-12,,Monthly,29.0,Active
S006059,C04982,P03,2024-08-27,2025-05-15,Annual,149.0,Cancelled
S006060,C04983,P02,2025-08-02,2025-10-08,Annual,79.0,Cancelled
S006061,C04984,P03,2025-09-14,,Monthly,149.0,Active
S006062,C04985,P02,2025-08-02,,Monthly,79.0,Active
S006063,C04986,P02,2025-02-24,,Annual,79.0,Active
S006064,C04987,P02,2025-02-28,2025-05-13,Monthly,79.0,Cancelled
S006065,C04988,P02,2025-06-15,,Annual,79.0,Active
S006066,C04989,P02,2025-10-26,,Monthly,79.0,Active
S006067,C04990,P02,2025-11-08,,Monthly,79.0,Active
S006068,C04991,P03,2024-09-29,,Annual,149.0,Active
S006069,C04992,P01,2024-11-06,,Monthly,29.0,Active
S006070,C04992,P02,2025-05-31,,Monthly,79.0,Active
S006071,C04992,P03,2025-10-15,,Monthly,149.0,Active
S006072,C04993,P04,2025-02-01,,Monthly,399.0,Active
S006073,C04993,P04,2025-05-15,,Monthly,399.0,Active
S006074,C04994,P03,2024-03-18,,Monthly,149.0,Active
S006075,C04994,P04,2025-11-13,,Monthly,399.0,Active
S006076,C04994,P03,2025-12-31,,Monthly,149.0,Active
S006077,C04995,P02,2025-05-28,,Annual,79.0,Active
S006078,C04996,P02,2024-10-21,,Annual,79.0,Active
S006079,C04996,P03,2025-05-09,,Annual,149.0,Active
S006080,C04996,P04,2025-11-26,,Annual,399.0,Active
S006081,C04997,P02,2024-02-16,,Monthly,79.0,Active
S006082,C04997,P03,2025-09-30,,Annual,149.0,Active
S006083,C04997,P04,2025-12-30,,Annual,399.0,Active
S006084,C04998,P03,2025-03-13,,Monthly,149.0,Active
S006085,C04998,P02,2025-10-07,,Monthly,79.0,Active
S006086,C04999,P02,2024-04-30,,Monthly,79.0,Active
S006087,C05000,P03,2024-04-07,,Annual,149.0,Active
S006088,C05001,P01,2025-05-27,,Monthly,29.0,Active
S006089,C05002,P03,2025-10-28,,Monthly,149.0,Active
S006090,C05003,P01,2024-04-19,,Monthly,29.0,Active
S006091,C05004,P03,2024-03-19,,Monthly,149.0,Active
S006092,C05005,P01,2024-07-07,,Monthly,29.0,Active
S006093,C05006,P02,2025-01-14,,Monthly,79.0,Active
S006094,C05007,P01,2025-10-12,,Monthly,29.0,Active
S006095,C05008,P03,2024-12-24,,Monthly,149.0,Active
